original,correct,attempt_count,ms_first_response,answer_type,position,skill_name,hint_total,opportunity
1,1,1,253222,algebra,52,Number Line,4,9
1,1,1,76600,algebra,52,Number Line,4,10
1,1,1,91949,algebra,52,Number Line,4,11
1,1,1,81845,algebra,52,Number Line,0,12
1,1,1,124829,algebra,50,Number Line,4,1
1,1,1,66000,algebra,50,Number Line,4,2
1,0,2,48719,algebra,50,Number Line,4,3
1,1,1,60078,algebra,50,Number Line,4,4
1,1,1,68375,algebra,50,Number Line,4,5
1,1,1,61469,algebra,50,Number Line,1,6
1,1,1,58578,algebra,50,Number Line,4,7
1,0,4,101672,algebra,51,Number Line,5,8
1,1,1,126953,algebra,51,Number Line,5,9
1,1,1,95469,algebra,51,Number Line,5,10
1,0,2,93531,algebra,51,Number Line,5,11
1,1,1,127390,algebra,51,Number Line,5,12
1,1,1,81157,algebra,51,Number Line,5,13
1,1,1,77000,algebra,51,Number Line,5,14
1,1,1,104313,algebra,51,Number Line,5,15
1,0,4,64311,algebra,50,Number Line,4,1
1,0,4,28703,algebra,50,Number Line,4,2
1,0,3,3141,algebra,50,Number Line,4,3
1,1,1,50843,algebra,50,Number Line,4,4
1,0,3,39327,algebra,50,Number Line,4,5
1,0,3,87639,algebra,50,Number Line,4,6
1,0,2,58249,algebra,50,Number Line,4,7
1,0,5,9234,algebra,50,Number Line,4,8
1,1,1,117344,algebra,50,Number Line,4,9
1,1,1,189188,algebra,51,Number Line,5,10
1,1,1,156469,algebra,51,Number Line,5,11
1,0,2,143328,algebra,51,Number Line,5,12
1,1,1,95484,algebra,51,Number Line,5,13
1,1,1,113250,algebra,51,Number Line,5,14
1,1,1,67234,algebra,51,Number Line,5,15
1,1,1,119156,algebra,51,Number Line,5,16
1,1,1,124859,algebra,50,Number Line,4,17
1,1,1,148109,algebra,50,Number Line,4,18
1,1,1,117704,algebra,50,Number Line,4,19
1,0,4,227890,algebra,52,Number Line,4,20
1,0,1,157141,algebra,52,Number Line,4,21
1,0,3,57937,algebra,52,Number Line,4,22
1,0,2,18750,algebra,52,Number Line,0,23
1,0,2,14172,algebra,52,Number Line,3,24
1,1,1,9407,algebra,52,Number Line,3,25
1,0,2,48734,algebra,52,Number Line,4,26
1,0,2,6140,algebra,52,Number Line,3,27
1,1,1,10703,algebra,52,Number Line,4,28
1,0,2,184984,algebra,52,Number Line,4,29
1,0,2,12813,algebra,52,Number Line,4,30
1,0,4,9594,algebra,52,Number Line,3,31
1,0,4,9484,algebra,52,Number Line,4,32
1,0,4,162031,algebra,52,Number Line,4,33
1,0,3,6925,algebra,52,Number Line,0,34
1,1,1,4515,algebra,52,Number Line,4,35
1,0,3,13871,algebra,52,Number Line,4,36
1,0,5,11311,algebra,52,Number Line,4,37
1,0,2,3618,algebra,52,Number Line,3,38
1,0,4,3732,algebra,52,Number Line,4,39
1,0,4,2975,algebra,52,Number Line,4,40
1,0,3,3164,algebra,52,Number Line,3,41
1,0,4,2901,algebra,52,Number Line,4,42
1,0,4,2518,algebra,52,Number Line,4,43
1,1,1,2704,algebra,52,Number Line,4,44
1,1,1,149241,algebra,50,Number Line,4,1
1,1,1,43005,algebra,50,Number Line,4,2
1,0,6,73579,algebra,50,Number Line,4,3
1,0,3,14023,algebra,50,Number Line,4,4
1,0,2,2830,algebra,50,Number Line,4,5
1,1,1,56227,algebra,50,Number Line,4,6
1,1,1,49596,algebra,50,Number Line,4,7
1,1,1,46254,algebra,50,Number Line,4,8
1,1,1,59490,algebra,50,Number Line,4,9
1,0,3,12708,algebra,52,Number Line,4,10
1,0,2,6767,algebra,52,Number Line,3,11
1,0,4,1634,algebra,52,Number Line,4,12
1,1,1,176038,algebra,50,Number Line,4,1
1,1,1,62061,algebra,50,Number Line,1,2
1,1,1,76012,algebra,50,Number Line,4,3
1,1,1,58924,algebra,50,Number Line,4,4
1,1,1,173624,algebra,51,Number Line,5,5
1,1,1,149771,algebra,51,Number Line,5,6
1,1,1,177765,algebra,51,Number Line,5,8
1,1,1,135330,algebra,52,Number Line,4,10
1,1,1,93523,algebra,52,Number Line,3,11
1,1,1,95171,algebra,52,Number Line,4,12
1,1,1,91095,algebra,50,Number Line,4,1
1,1,1,113836,algebra,50,Number Line,4,2
1,1,1,135562,algebra,50,Number Line,4,3
1,1,1,90274,algebra,50,Number Line,4,4
1,1,1,119157,algebra,51,Number Line,5,5
1,1,1,76526,algebra,51,Number Line,5,6
1,1,1,105256,algebra,51,Number Line,5,7
1,1,1,105266,algebra,51,Number Line,5,8
1,0,2,208528,algebra,52,Number Line,4,9
1,0,1,367891,algebra,52,Number Line,4,10
1,1,1,157813,algebra,52,Number Line,4,11
1,1,1,105000,algebra,52,Number Line,4,12
1,1,1,96812,algebra,52,Number Line,4,13
1,1,1,147234,algebra,52,Number Line,4,14
1,0,4,95750,algebra,31,Number Line,4,1
1,0,4,10969,algebra,31,Number Line,4,2
1,0,1,1375,algebra,31,Number Line,4,3
1,1,1,37031,algebra,31,Number Line,4,4
1,0,2,19859,algebra,31,Number Line,4,5
1,0,3,29821,algebra,32,Number Line,5,6
1,0,3,51853,algebra,32,Number Line,5,7
1,0,3,6071,algebra,32,Number Line,5,8
1,0,2,6772,algebra,32,Number Line,5,9
1,0,3,1760,algebra,32,Number Line,5,10
1,0,4,11313,algebra,33,Number Line,3,11
1,0,3,6531,algebra,33,Number Line,4,12
1,1,1,3062,algebra,33,Number Line,4,13
1,1,1,2297,algebra,33,Number Line,4,14
1,1,1,2234,algebra,33,Number Line,4,15
1,1,1,121064,algebra,81,Number Line,4,1
1,1,1,12513,algebra,81,Number Line,4,2
1,1,1,10031,algebra,81,Number Line,4,3
1,1,1,20933,algebra,82,Number Line,5,4
1,1,1,66982,algebra,83,Number Line,4,5
1,0,2,17656,algebra,81,Number Line,4,1
1,1,1,70282,algebra,81,Number Line,4,2
1,1,1,118781,algebra,81,Number Line,4,3
1,1,1,87672,algebra,81,Number Line,4,4
1,1,1,87242,algebra,83,Number Line,4,5
1,1,1,60875,algebra,82,Number Line,5,6
1,0,2,70528,algebra,81,Number Line,4,1
1,0,2,26205,algebra,81,Number Line,4,2
1,0,2,8165,algebra,81,Number Line,4,3
1,1,1,6789,algebra,81,Number Line,4,4
1,0,3,10131,algebra,81,Number Line,4,5
1,0,1,1271,algebra,82,Number Line,5,6
1,1,1,224732,algebra,82,Number Line,5,7
1,1,1,183580,algebra,82,Number Line,5,8
1,1,1,160244,algebra,82,Number Line,5,9
1,1,1,124623,algebra,83,Number Line,4,10
1,1,1,136625,algebra,81,Number Line,4,11
1,1,1,77829,algebra,81,Number Line,4,12
1,1,1,77287,algebra,81,Number Line,4,13
1,0,1,71726,algebra,81,Number Line,4,1
1,1,1,97201,algebra,81,Number Line,4,2
1,1,1,278148,algebra,81,Number Line,4,3
1,1,1,53316,algebra,81,Number Line,4,4
1,1,1,62093,algebra,82,Number Line,5,6
1,1,1,43555,algebra,82,Number Line,5,7
1,0,2,85145,algebra,83,Number Line,3,8
1,0,5,36595,algebra,83,Number Line,4,9
1,0,1,47400,algebra,83,Number Line,4,10
1,0,1,2271,algebra,83,Number Line,4,11
1,0,1,3311,algebra,83,Number Line,4,12
1,1,1,85552,algebra,83,Number Line,4,13
1,1,1,53423,algebra,83,Number Line,4,14
1,1,1,54508,algebra,83,Number Line,3,15
1,1,1,101165,algebra,81,Number Line,4,1
1,1,1,36903,algebra,82,Number Line,5,2
1,1,1,45455,algebra,83,Number Line,4,3
1,1,1,165490,algebra,81,Number Line,4,1
1,0,2,131739,algebra,83,Number Line,4,2
1,0,4,74459,algebra,83,Number Line,4,3
1,1,1,99303,algebra,83,Number Line,4,4
1,1,1,39323,algebra,82,Number Line,5,5
1,0,3,20016,algebra,83,Number Line,0,6
1,0,3,7671,algebra,83,Number Line,4,7
1,0,4,5041,algebra,83,Number Line,4,8
1,0,2,3840,algebra,83,Number Line,3,9
1,1,1,199528,algebra,81,Number Line,4,2
1,0,3,129659,algebra,81,Number Line,4,3
1,1,1,112066,algebra,81,Number Line,4,5
1,1,1,243721,algebra,82,Number Line,5,6
1,1,1,282875,algebra,83,Number Line,4,7
1,1,1,77137,algebra,81,Number Line,4,8
1,1,1,322133,algebra,81,Number Line,4,1
1,1,1,260664,algebra,82,Number Line,5,2
1,1,1,215766,algebra,83,Number Line,4,3
1,0,2,243423,algebra,81,Number Line,4,1
1,1,1,119527,algebra,81,Number Line,4,2
1,1,1,94801,algebra,81,Number Line,4,3
1,1,1,85457,algebra,81,Number Line,4,4
1,1,1,88655,algebra,82,Number Line,5,5
1,1,1,90730,algebra,83,Number Line,0,6
1,1,1,75753,algebra,81,Number Line,4,2
1,0,5,43842,algebra,81,Number Line,4,3
1,1,1,47449,algebra,81,Number Line,4,4
1,1,1,34736,algebra,81,Number Line,4,5
1,1,1,123374,algebra,82,Number Line,5,6
1,1,1,204718,algebra,83,Number Line,4,7
1,1,1,103781,algebra,81,Number Line,4,8
1,1,1,248202,algebra,81,Number Line,4,1
1,0,1,249719,algebra,82,Number Line,5,2
1,1,1,141917,algebra,82,Number Line,5,3
1,1,1,130251,algebra,82,Number Line,5,5
1,1,1,130822,algebra,83,Number Line,4,6
1,1,1,33733,algebra,81,Number Line,4,1
1,1,1,23038,algebra,82,Number Line,5,2
1,1,1,15248,algebra,83,Number Line,4,3
1,1,1,59032,algebra,81,Number Line,4,1
1,0,2,247490,algebra,83,Number Line,4,3
1,1,1,293571,algebra,83,Number Line,3,4
1,1,1,220013,algebra,83,Number Line,3,5
1,1,1,364078,algebra,82,Number Line,5,6
1,0,4,30390,algebra,81,Number Line,4,1
1,0,4,8484,algebra,81,Number Line,4,2
1,1,1,56625,algebra,81,Number Line,4,3
1,1,1,52281,algebra,81,Number Line,4,4
1,1,1,42953,algebra,81,Number Line,4,5
1,1,1,114235,algebra,82,Number Line,5,6
1,0,1,207734,algebra,83,Number Line,4,7
1,1,1,219797,algebra,83,Number Line,3,8
1,1,1,167562,algebra,83,Number Line,4,9
1,1,1,103297,algebra,83,Number Line,3,10
1,0,2,98029,algebra,81,Number Line,4,1
1,1,1,39115,algebra,81,Number Line,4,2
1,1,1,26721,algebra,81,Number Line,4,3
1,1,1,34386,algebra,81,Number Line,4,4
1,1,1,56769,algebra,82,Number Line,5,5
1,1,1,56270,algebra,83,Number Line,4,6
1,0,1,58235,algebra,81,Number Line,4,1
1,1,1,297432,algebra,81,Number Line,4,2
1,1,1,57283,algebra,81,Number Line,4,3
1,1,1,95177,algebra,81,Number Line,4,4
1,0,1,262291,algebra,82,Number Line,5,5
1,1,1,175849,algebra,82,Number Line,5,7
1,0,2,92370,algebra,82,Number Line,5,8
1,1,1,221361,algebra,82,Number Line,5,9
1,1,1,146237,algebra,83,Number Line,0,10
1,1,1,89859,algebra,82,Number Line,5,11
1,1,1,80265,algebra,82,Number Line,5,12
1,0,2,72375,algebra,83,Number Line,4,1
1,0,3,6750,algebra,83,Number Line,4,2
1,0,2,2250,algebra,83,Number Line,4,3
1,0,2,4000,algebra,83,Number Line,4,4
1,0,6,5000,algebra,83,Number Line,4,5
1,0,2,15813,algebra,81,Number Line,4,6
1,1,1,3157,algebra,81,Number Line,4,7
1,0,4,3031,algebra,81,Number Line,4,8
1,0,3,3109,algebra,81,Number Line,4,9
1,0,2,4562,algebra,81,Number Line,4,10
1,0,5,4079,algebra,82,Number Line,5,11
1,0,4,3844,algebra,82,Number Line,5,12
1,1,1,2766,algebra,82,Number Line,5,13
1,1,1,2110,algebra,82,Number Line,5,14
1,0,2,2421,algebra,82,Number Line,5,15
1,1,1,185838,algebra,81,Number Line,4,16
1,1,1,73541,algebra,81,Number Line,4,17
1,1,1,54297,algebra,81,Number Line,4,18
1,1,1,131084,algebra,82,Number Line,5,19
1,1,1,102102,algebra,82,Number Line,5,20
1,1,1,84593,algebra,82,Number Line,5,21
1,1,1,53465,algebra,83,Number Line,4,22
1,1,1,94088,algebra,83,Number Line,4,23
1,1,1,67354,algebra,83,Number Line,4,24
1,1,1,77497,algebra,81,Number Line,4,1
1,1,1,55546,algebra,82,Number Line,5,2
1,1,1,64564,algebra,83,Number Line,0,3
1,1,1,302046,algebra,81,Number Line,4,1
1,1,1,151028,algebra,82,Number Line,5,2
1,1,1,357603,algebra,83,Number Line,4,3
1,0,2,107427,algebra,81,Number Line,4,1
1,1,1,8502,algebra,81,Number Line,4,2
1,0,3,67750,algebra,81,Number Line,4,3
1,0,4,47531,algebra,81,Number Line,4,4
1,0,4,257686,algebra,81,Number Line,4,5
1,1,1,68545,algebra,82,Number Line,5,6
1,0,2,86642,algebra,83,Number Line,3,7
1,0,2,102051,algebra,83,Number Line,3,8
1,1,1,45701,algebra,83,Number Line,4,9
1,1,1,73147,algebra,83,Number Line,4,10
1,0,3,107856,algebra,83,Number Line,4,11
1,1,1,69296,algebra,81,Number Line,4,12
1,0,1,167540,algebra,81,Number Line,4,14
1,0,2,80927,algebra,81,Number Line,4,15
1,1,1,55882,algebra,81,Number Line,4,16
1,1,1,59695,algebra,81,Number Line,4,17
1,1,1,36681,algebra,81,Number Line,4,18
1,0,1,24889,algebra,83,Number Line,4,19
1,1,1,189966,algebra,83,Number Line,4,20
1,0,2,89259,algebra,83,Number Line,3,21
1,0,2,84069,algebra,83,Number Line,3,22
1,1,1,92596,algebra,83,Number Line,4,23
1,0,3,44945,algebra,83,Number Line,4,24
1,0,2,75272,algebra,83,Number Line,4,25
1,1,1,51130,algebra,83,Number Line,4,26
1,1,1,170196,algebra,83,Number Line,4,27
1,1,1,69989,algebra,83,Number Line,4,28
1,1,1,8657,algebra,82,Number Line,5,1
1,0,2,30235,algebra,82,Number Line,5,2
1,1,1,14234,algebra,82,Number Line,5,3
1,1,1,48843,algebra,82,Number Line,5,4
1,1,1,32796,algebra,82,Number Line,5,5
1,1,1,31500,algebra,81,Number Line,4,6
1,0,3,94704,algebra,83,Number Line,4,7
1,1,1,91750,algebra,83,Number Line,4,8
1,0,5,85750,algebra,83,Number Line,4,9
1,0,5,6563,algebra,83,Number Line,4,10
1,0,2,57532,algebra,83,Number Line,4,11
1,1,1,116516,algebra,83,Number Line,4,12
1,1,1,81703,algebra,83,Number Line,4,13
1,0,3,63125,algebra,83,Number Line,0,14
1,1,1,101500,algebra,83,Number Line,4,15
1,1,1,224047,algebra,83,Number Line,4,16
1,1,1,95734,algebra,83,Number Line,4,17
1,1,1,112614,algebra,81,Number Line,4,1
1,0,4,303465,algebra,83,Number Line,4,3
1,0,2,115385,algebra,83,Number Line,4,4
1,0,2,31353,algebra,83,Number Line,3,5
1,1,1,44847,algebra,83,Number Line,4,6
1,1,1,96263,algebra,83,Number Line,3,7
1,1,1,112826,algebra,83,Number Line,4,8
1,0,3,54394,algebra,81,Number Line,4,1
1,1,1,6117,algebra,81,Number Line,4,2
1,0,3,4589,algebra,81,Number Line,4,3
1,1,1,17549,algebra,81,Number Line,4,4
1,1,1,15998,algebra,81,Number Line,4,5
1,0,2,10713,algebra,82,Number Line,5,6
1,1,1,71107,algebra,82,Number Line,5,7
1,1,1,45500,algebra,82,Number Line,5,8
1,1,1,32716,algebra,82,Number Line,5,9
1,0,3,32906,algebra,83,Number Line,4,10
1,1,1,39780,algebra,83,Number Line,4,11
1,0,3,14220,algebra,83,Number Line,4,12
1,1,1,21558,algebra,83,Number Line,0,13
1,1,1,66421,algebra,83,Number Line,3,14
1,1,1,39693,algebra,81,Number Line,4,15
1,0,3,40533,algebra,83,Number Line,4,16
1,0,4,61731,algebra,83,Number Line,4,17
1,1,1,177288,algebra,83,Number Line,4,18
1,1,1,49488,algebra,83,Number Line,4,19
1,1,1,20740,algebra,83,Number Line,3,20
1,0,4,33525,algebra,81,Number Line,4,1
1,0,2,18558,algebra,81,Number Line,4,2
1,0,4,10321,algebra,81,Number Line,4,3
1,0,1,2395,algebra,81,Number Line,4,4
1,1,1,62923,algebra,81,Number Line,4,5
1,1,1,341983,algebra,82,Number Line,5,6
1,0,1,122538,algebra,83,Number Line,4,7
1,0,2,120582,algebra,83,Number Line,3,8
1,1,1,361507,algebra,83,Number Line,4,9
1,0,2,83728,algebra,83,Number Line,0,11
1,1,1,157685,algebra,81,Number Line,4,12
1,1,1,219953,algebra,81,Number Line,4,13
1,0,2,132164,algebra,83,Number Line,4,14
1,1,1,151619,algebra,83,Number Line,4,16
1,1,1,236356,algebra,83,Number Line,4,17
1,1,1,70602,algebra,81,Number Line,4,1
1,1,1,40506,algebra,82,Number Line,5,2
1,1,1,31507,algebra,83,Number Line,4,3
1,1,1,173563,algebra,82,Number Line,5,2
1,1,1,125610,algebra,83,Number Line,3,3
1,0,4,68906,algebra,81,Number Line,4,1
1,1,1,7844,algebra,81,Number Line,4,2
1,0,2,9329,algebra,81,Number Line,4,3
1,1,1,60203,algebra,81,Number Line,4,4
1,0,3,56485,algebra,81,Number Line,4,5
1,1,1,78172,algebra,82,Number Line,5,6
1,1,1,151469,algebra,83,Number Line,3,7
1,1,1,73938,algebra,81,Number Line,4,8
1,0,2,41672,algebra,81,Number Line,4,9
1,1,1,45719,algebra,81,Number Line,4,10
1,0,2,47344,algebra,81,Number Line,4,11
1,1,1,52813,algebra,81,Number Line,4,12
1,1,1,35469,algebra,81,Number Line,4,13
1,0,2,43172,algebra,81,Number Line,4,14
1,1,1,31906,algebra,81,Number Line,4,15
1,1,1,41359,algebra,81,Number Line,4,16
1,1,1,42922,algebra,81,Number Line,4,17
1,0,2,19858,algebra,81,Number Line,4,1
1,0,4,16507,algebra,81,Number Line,4,2
1,0,1,44435,algebra,81,Number Line,4,3
1,1,1,54775,algebra,82,Number Line,5,4
1,0,4,16876,algebra,83,Number Line,4,5
1,1,1,59037,algebra,81,Number Line,4,6
1,0,1,28494,algebra,83,Number Line,4,7
1,1,1,107361,algebra,81,Number Line,4,8
1,1,1,72587,algebra,81,Number Line,4,9
1,1,1,59468,algebra,82,Number Line,5,10
1,1,1,84669,algebra,82,Number Line,5,11
1,0,3,5458,algebra,83,Number Line,4,12
1,1,2,110311,algebra,83,Number Line,4,13
1,1,1,5381,algebra,83,Number Line,4,14
1,0,4,4082,algebra,83,Number Line,4,15
1,0,4,13543,algebra,83,Number Line,3,16
1,0,2,6085,algebra,83,Number Line,4,17
1,1,1,57464,algebra,83,Number Line,4,18
1,1,1,39693,algebra,83,Number Line,4,19
1,0,2,33850,algebra,83,Number Line,4,20
1,1,1,36978,algebra,83,Number Line,4,21
1,1,1,31300,algebra,83,Number Line,4,22
1,1,1,27144,algebra,83,Number Line,4,23
1,0,2,46403,algebra,81,Number Line,4,1
1,0,4,61232,algebra,81,Number Line,4,2
1,1,1,94418,algebra,81,Number Line,4,3
1,1,1,26763,algebra,81,Number Line,4,4
1,1,1,24505,algebra,81,Number Line,4,5
1,1,1,64231,algebra,82,Number Line,5,6
1,1,1,53952,algebra,83,Number Line,3,7
1,1,1,183685,algebra,81,Number Line,4,1
1,1,1,273283,algebra,82,Number Line,5,2
1,0,5,184216,algebra,83,Number Line,4,3
1,1,1,162985,algebra,83,Number Line,4,4
1,1,1,180828,algebra,83,Number Line,4,5
1,1,1,48859,algebra,83,Number Line,3,6
1,0,4,341437,algebra,81,Number Line,4,1
1,0,2,245125,algebra,81,Number Line,4,2
1,0,3,41891,algebra,81,Number Line,4,3
1,1,1,199250,algebra,81,Number Line,4,4
1,1,1,276343,algebra,81,Number Line,4,5
1,1,1,135373,algebra,82,Number Line,5,7
1,1,1,193571,algebra,82,Number Line,5,8
1,1,1,189803,algebra,82,Number Line,5,9
1,0,2,89030,algebra,83,Number Line,4,10
1,1,1,82595,algebra,83,Number Line,4,11
1,1,1,79462,algebra,83,Number Line,4,12
1,1,1,102421,algebra,83,Number Line,3,13
1,1,1,102566,algebra,81,Number Line,4,14
1,1,1,48100,algebra,81,Number Line,4,1
1,0,3,16083,algebra,82,Number Line,5,2
1,1,1,19838,algebra,82,Number Line,5,3
1,0,2,26198,algebra,82,Number Line,5,4
1,1,1,8452,algebra,82,Number Line,5,5
1,1,1,9334,algebra,82,Number Line,5,6
1,0,3,10635,algebra,83,Number Line,4,7
1,1,1,10846,algebra,83,Number Line,4,8
1,0,3,6840,algebra,83,Number Line,4,9
1,0,2,7091,algebra,83,Number Line,3,10
1,0,2,5538,algebra,83,Number Line,4,11
1,1,1,114068,algebra,83,Number Line,4,12
1,1,1,124917,algebra,83,Number Line,4,13
1,1,1,74450,algebra,83,Number Line,4,14
1,1,1,191568,algebra,82,Number Line,5,15
1,0,2,42412,algebra,81,Number Line,4,1
1,1,1,220048,algebra,81,Number Line,4,2
1,1,1,310223,algebra,83,Number Line,4,4
1,1,1,74719,algebra,81,Number Line,4,5
1,1,1,57449,algebra,81,Number Line,4,6
1,1,1,61364,algebra,81,Number Line,4,1
1,0,4,93975,algebra,82,Number Line,5,2
1,1,1,6824,algebra,82,Number Line,5,3
1,1,1,4071,algebra,82,Number Line,5,4
1,1,1,4622,algebra,82,Number Line,5,5
1,0,3,5439,algebra,83,Number Line,4,6
1,0,2,5001,algebra,83,Number Line,3,7
1,0,4,17035,algebra,83,Number Line,3,8
1,1,1,8770,algebra,83,Number Line,4,9
1,0,4,3567,algebra,83,Number Line,4,10
1,0,2,115308,algebra,83,Number Line,4,11
1,0,4,69538,algebra,83,Number Line,4,12
1,0,4,103387,algebra,83,Number Line,4,13
1,0,2,5590,algebra,83,Number Line,4,14
1,0,3,3462,algebra,83,Number Line,4,15
1,0,2,3532,algebra,83,Number Line,4,16
1,0,4,3456,algebra,83,Number Line,4,17
1,0,3,2551,algebra,83,Number Line,4,18
1,1,1,62991,algebra,83,Number Line,4,19
1,1,1,93211,algebra,83,Number Line,4,20
1,1,1,49722,algebra,83,Number Line,4,21
1,1,1,148882,algebra,82,Number Line,5,1
1,0,1,38289,algebra,81,Number Line,4,2
1,0,4,46015,algebra,83,Number Line,4,3
1,0,4,57545,algebra,83,Number Line,4,4
1,1,1,188406,algebra,81,Number Line,4,1
1,1,1,189313,algebra,82,Number Line,5,2
1,0,2,145439,algebra,81,Number Line,4,1
1,0,2,149838,algebra,81,Number Line,4,2
1,0,2,87200,algebra,81,Number Line,4,3
1,0,1,11997,algebra,81,Number Line,4,4
1,1,1,175671,algebra,83,Number Line,4,5
1,1,1,104701,algebra,81,Number Line,4,6
1,1,1,213579,algebra,82,Number Line,5,7
1,1,1,177743,algebra,81,Number Line,4,8
1,1,1,79900,algebra,81,Number Line,4,9
1,0,3,48515,algebra,81,Number Line,4,1
1,1,1,63422,algebra,81,Number Line,4,2
1,1,1,65156,algebra,81,Number Line,4,3
1,0,2,30843,algebra,81,Number Line,4,4
1,1,1,64968,algebra,81,Number Line,4,5
1,0,3,251703,algebra,82,Number Line,5,6
1,0,2,5640,algebra,82,Number Line,5,7
1,0,4,36047,algebra,82,Number Line,5,8
1,1,1,135031,algebra,82,Number Line,5,9
1,0,3,64422,algebra,82,Number Line,5,10
1,0,2,69828,algebra,83,Number Line,4,11
1,0,4,12797,algebra,83,Number Line,4,12
1,0,1,3672,algebra,83,Number Line,4,13
1,0,2,26860,algebra,83,Number Line,4,14
1,0,2,10297,algebra,83,Number Line,4,15
1,1,1,76378,algebra,81,Number Line,4,16
1,0,1,139292,algebra,83,Number Line,4,17
1,1,1,207187,algebra,83,Number Line,4,18
1,1,1,147999,algebra,83,Number Line,4,19
1,1,1,106151,algebra,83,Number Line,4,20
1,1,1,133723,algebra,81,Number Line,4,21
1,1,1,259088,algebra,82,Number Line,5,23
1,1,1,178601,algebra,82,Number Line,5,24
1,0,2,163828,algebra,82,Number Line,5,2
1,1,1,211164,algebra,82,Number Line,5,3
1,1,1,75356,algebra,82,Number Line,5,4
1,0,2,52804,algebra,82,Number Line,5,5
1,0,2,85145,algebra,82,Number Line,5,6
1,1,1,87874,algebra,83,Number Line,3,7
1,1,1,165756,algebra,82,Number Line,5,8
1,1,1,137942,algebra,82,Number Line,5,9
1,1,1,96656,algebra,83,Number Line,4,11
1,1,1,126973,algebra,83,Number Line,4,12
1,1,1,126956,algebra,82,Number Line,5,13
1,1,1,120427,algebra,82,Number Line,5,14
1,1,1,162142,algebra,82,Number Line,5,15
1,0,2,61285,algebra,81,Number Line,4,1
1,1,1,31220,algebra,81,Number Line,4,2
1,0,2,84491,algebra,81,Number Line,4,3
1,0,4,44023,algebra,81,Number Line,4,4
1,0,2,38612,algebra,81,Number Line,4,5
1,1,1,75486,algebra,82,Number Line,5,6
1,0,5,256209,algebra,83,Number Line,4,7
1,0,3,12955,algebra,83,Number Line,4,8
1,0,2,4529,algebra,83,Number Line,4,9
1,1,1,31141,algebra,83,Number Line,4,10
1,0,4,10541,algebra,83,Number Line,4,11
1,0,3,30802,algebra,81,Number Line,4,13
1,1,1,68180,algebra,81,Number Line,4,14
1,1,1,74305,algebra,81,Number Line,4,15
1,1,1,33329,algebra,81,Number Line,4,16
1,1,1,132709,algebra,83,Number Line,3,17
1,1,1,294268,algebra,83,Number Line,4,18
1,1,1,97212,algebra,83,Number Line,4,19
1,0,3,254270,algebra,81,Number Line,4,1
1,0,3,236585,algebra,81,Number Line,4,2
1,1,1,351540,algebra,82,Number Line,5,3
1,1,1,153402,algebra,83,Number Line,4,4
1,0,2,245212,algebra,81,Number Line,4,5
1,1,1,197272,algebra,81,Number Line,4,6
1,1,1,143166,algebra,81,Number Line,4,7
1,1,1,216871,algebra,81,Number Line,4,1
1,1,1,92636,algebra,82,Number Line,5,2
1,1,1,186850,algebra,83,Number Line,4,3
1,0,3,35469,algebra,50,Number Line,4,1
1,0,2,3266,algebra,50,Number Line,4,2
1,0,2,2703,algebra,50,Number Line,4,3
1,0,2,2515,algebra,50,Number Line,4,4
1,0,3,2656,algebra,50,Number Line,4,5
1,0,4,2016,algebra,50,Number Line,4,6
1,0,3,2375,algebra,50,Number Line,4,7
1,0,3,11562,algebra,50,Number Line,4,8
1,0,2,2954,algebra,50,Number Line,4,9
1,1,1,2031,algebra,50,Number Line,4,10
1,1,1,23522,algebra,81,Number Line,4,1
1,1,1,19662,algebra,82,Number Line,5,2
1,1,1,64845,algebra,83,Number Line,3,3
1,1,1,95839,algebra,169,Number Line,4,1
1,1,1,210447,algebra,170,Number Line,5,2
1,1,1,97402,algebra,171,Number Line,4,3
1,1,1,63641,algebra,33,Number Line,4,1
1,0,2,282524,algebra,205,Number Line,4,2
1,1,1,283237,algebra,205,Number Line,4,3
1,1,1,27692,algebra,205,Number Line,4,4
1,1,1,295051,algebra,205,Number Line,4,5
1,1,1,75718,algebra,206,Number Line,5,6
1,1,1,69241,algebra,207,Number Line,3,7
1,0,2,83018,algebra,234,Number Line,4,8
1,1,1,71234,algebra,234,Number Line,4,9
1,1,1,32984,algebra,234,Number Line,4,10
1,1,1,37980,algebra,234,Number Line,4,11
1,1,1,50197,algebra,235,Number Line,5,12
1,1,1,33248,algebra,236,Number Line,3,13
1,0,2,17110,algebra,12,Number Line,4,1
1,0,5,6188,algebra,12,Number Line,4,2
1,0,3,2953,algebra,12,Number Line,4,3
1,1,1,2109,algebra,12,Number Line,4,4
1,1,1,2016,algebra,12,Number Line,0,5
1,0,1,68611,algebra,12,Number Line,4,1
1,0,1,44738,algebra,12,Number Line,4,1
1,0,5,21204,algebra,12,Number Line,4,2
1,1,1,25611,algebra,12,Number Line,4,3
1,1,1,17939,algebra,12,Number Line,4,4
1,1,1,7782,algebra,12,Number Line,4,5
1,0,3,25204,algebra,12,Number Line,4,1
1,0,4,30907,algebra,12,Number Line,4,2
1,1,1,6391,algebra,12,Number Line,4,3
1,0,3,4250,algebra,12,Number Line,3,4
1,0,5,6891,algebra,12,Number Line,4,5
1,0,2,17046,algebra,12,Number Line,4,1
1,0,2,14109,algebra,12,Number Line,4,2
1,0,2,2906,algebra,12,Number Line,3,3
